new_emissions1	new_emissions2	new_emissions3
0.000815185745894958	0.00138504155124654	0
0.000232910213112845	0.000923361034164358	0
0.000349365319669267	0.00161588180978763	0
0.000116455106556422	0.00115420129270545	0
0	0.00138504155124654	0
0.000116455106556422	0.00023084025854109	0
0	0.000461680517082179	0
0	0.000692520775623269	0
0.000232910213112845	0.00138504155124654	0
0.000349365319669267	0.00115420129270545	0
0.000116455106556422	0.00253924284395199	0
0	0.000461680517082179	0
0	0.00207756232686981	0
0	0.00138504155124654	0
0	0.00161588180978763	0
0.000232910213112845	0.00161588180978763	0
0.000116455106556422	0.00161588180978763	0.000297265160523187
0.000116455106556422	0.00161588180978763	0.000148632580261593
0	0.000461680517082179	0.000148632580261593
0.000116455106556422	0.00184672206832872	0.00044589774078478
0	0.00115420129270545	0.000148632580261593
0.000349365319669267	0.000923361034164358	0.000297265160523187
0.000116455106556422	0.00161588180978763	0.00044589774078478
0.000349365319669267	0.00115420129270545	0.000743162901307967
0.000349365319669267	0.00184672206832872	0.00133769322235434
0.000582275532782113	0.00161588180978763	0.00163495838287753
0.00139746127867707	0.00115420129270545	0.00089179548156956
0.00291137766391056	0.00207756232686981	0.00178359096313912
0.00337719809013625	0.0023084025854109	0.00237812128418549
0.00698730639338535	0.00300092336103416	0.00208085612366231
0.00733667171305462	0.00184672206832872	0.00312128418549346
0.0100151391638523	0.00277008310249307	0.00237812128418549
0.0110632351228601	0.0043859649122807	0.00252675386444709
0.0123442412949808	0.00300092336103416	0.00267538644470868
0.0117619657621987	0.00854108956602031	0.00297265160523187
0.0136252474671014	0.0106186518928901	0.00178359096313912
0.0109467800163037	0.0152354570637119	0.00431034482758621
0.0121113310818679	0.02331486611265	0.00267538644470868
0.0102480493769652	0.0182363804247461	0.00341854934601665
0.008268312565506	0.0117728531855956	0.00312128418549346
0.00791894724583673	0.0159279778393352	0.00282401902497027
0.008268312565506	0.0470914127423823	0.00326991676575505
0.00850122277861884	0.0535549399815328	0.00282401902497027
0.00710376149994177	0.0376269621421976	0.00282401902497027
0.00861767788517527	0.0350877192982456	0.00237812128418549
0.00989868405729591	0.0260849492151431	0.00282401902497027
0.00780249213928031	0.0117728531855956	0.00237812128418549
0.00780249213928031	0.00946445060018467	0.00178359096313912
0.00989868405729591	0.0101569713758079	0.00401307966706302
0.0103645044835216	0.00946445060018467	0.00282401902497027
0.00978222895073949	0.0175438596491228	0.00312128418549346
0.0123442412949808	0.0325484764542936	0.00282401902497027
0.0103645044835216	0.0362419205909511	0.00237812128418549
0.0114126004425294	0.030932594644506	0.00282401902497027
0.0130429719343193	0.0401662049861496	0.00208085612366231
0.0126936066146501	0.0496306555863343	0.00416171224732461
0.0122277861884244	0.0399353647276085	0.00549940546967895
0.0140910678933271	0.03601108033241	0.0066884661117717
0.0154885291720042	0.028393351800554	0.00906658739595719
0.0160708047047863	0.0281625115420129	0.0107015457788347
0.0137417025736579	0.0286241920590951	0.0112960760998811
0.0199138232211482	0.0170821791320406	0.0124851367419738
0.0199138232211482	0.0147737765466297	0.012782401902497
0.0206125538604868	0.0126962142197599	0.0107015457788347
0.024804937696518	0.0101569713758079	0.0124851367419738
0.0234074764178409	0.00692520775623269	0.0132282996432818
0.0246884825899616	0.00831024930747922	0.017538644470868
0.024804937696518	0.00738688827331487	0.0234839476813317
0.0245720274834051	0.0066943674976916	0.0266052318668252
0.0201467334342611	0.00831024930747922	0.026307966706302
0.0177011761965762	0.00715604801477378	0.02705112960761
0.0145568883195528	0.00807940904893813	0.0274970273483948
0.0154885291720042	0.00784856879039704	0.0267538644470868
0.0128100617212065	0.00831024930747922	0.0269024970273484
0.0105974146966344	0.0108494921514312	0.0254161712247325
0.0128100617212065	0.0108494921514312	0.0324019024970274
0.0136252474671014	0.0124653739612188	0.0356718192627824
0.0149062536392221	0.0120036934441367	0.0331450653983353
0.0167695353441248	0.0136195752539243	0.0257134363852556
0.0216606498194946	0.00992613111726685	0.021551724137931
0.024804937696518	0.00761772853185596	0.0185790725326992
0.0275998602538721	0.00554016620498615	0.0153091557669441
0.0282985908932107	0.00646352723915051	0.0156064209274673
0.0373820892046116	0.0043859649122807	0.0105529131985731
0.0365669034587167	0.00277008310249307	0.0154577883472057
0.0334226155816933	0.00300092336103416	0.0136741973840666
0.0265517642948643	0.00207756232686981	0.0109988109393579
0.0197973681145918	0.00138504155124654	0.018281807372176
0.0147897985326657	0.00138504155124654	0.0297265160523187
0.0105974146966344	0.000461680517082179	0.049346016646849
0.00896704320484453	0.000692520775623269	0.0579667063020214
0.00640503086060324	0.000923361034164358	0.0579667063020214
0.00535693490159544	0	0.0407253269916766
0.00279492255735414	0.000461680517082179	0.0193222354340071
0.00163037149178992	0.00023084025854109	0.0114447086801427
0.00186328170490276	0.000461680517082179	0.00921521997621879
0.00197973681145918	0.000461680517082179	0.00847205707491082
0.00093164085245138	0.00023084025854109	0.0089179548156956
0.00116455106556423	0	0.0104042806183115
0.000815185745894958	0.00138504155124654	0.00995838287752675
